능력단위코드,능력단위명,정의,대분류,중분류,소분류,세분류,지식,기술,태도,검색키워드
0803021202,드론콘텐츠 경영,"드론콘텐츠 경영이란 드론콘텐츠 창작물의 저작권을 보호하고 유통 플랫폼을 선택, 실행하여 지속적으로 부가가치를 창출할 수 있는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,드론콘텐츠제작,,,,빅데이터
0302020403,정보보호,"정보보호는 고객정보와 회사 경영정보 보호를 위하여 규준수립, 시스템개발관리, 현장점검을 관리하는 능력이다.",금융·보험,보험,보험영업·계약,위험관리,감독정책 | 감독정책 | 보험리스크 지식,문제발견 능력 | 문제발견 능력 | 문제분석 능력,객관성 유지 | 다양성 수용 | 문제 개선 의지,빅데이터
2001090308,스마트물류 데이터베이스 관리,스마트물류 데이터베이스 관리란 구축된 스마트물류 플랫폼을 안정적으로운영하기 위하여 DBMS의 관리 정책에 따라 시스템과 데이터를 유지관리하는 능력이다.,정보통신,정보기술,스마트물류,스마트물류통합관리,"DBMS 구성방법, 서비스방식에 대한 규칙, 환경설정 요소에 관한 이해 | NoSQL 기반의 DBMS를 운영 가능한 지식 | SQL 문법과 실행원리",CQL 조작 기술 | DBMS 설치 프로그램 운용 기술 | DBMS 운용 검증 능력,OSS(open source software)를 적용하려는 자세 | SQL 언어를 현장에 적용하려는 노력 | 다양한 UI/UX를 제공하려는 태도,빅데이터
2001030408,빅데이터 플로우 관리,"빅데이터 플로우 관리란 정의된 데이터 플로우를 점검하고, 적합한 방식으로 데이터 플로우를 변경하여 유효한 데이터가 처리되도록 관리하는 능력이다.",정보통신,정보기술,정보기술운영,빅데이터운영·관리,내·외부 연계 대상 데이터 특성 | 데이터 간 연관관계 분석 기법 | 데이터 간 연관관계 분석 기법,개인정보 비식별화 조치 기술 | 개인정보 비식별화 조치 기술 | 내·외부 데이터 연계 설계 능력,다양한 데이터 연계 관련 솔루션 특성을 이해하고자 하는 능동적 태도 | 다양한 데이터 연계 관련 솔루션 특성을 이해하고자 하는 능동적 태도 | 데이터 분석기술 습득을 위한 의지,빅데이터
0803030801,캐릭터 상품 사업화 조사(라이선서),"캐릭터 상품 사업화 조사(라이선서)란 사업화 계획 수립을 위하여 소비자,상품, 유통, 산업정책을 조사하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠유통·서비스,캐릭터콘텐츠유통·서비스,경제지표 분석에 관한 지식 | 보편적 소비재의 유통 구조에 대한 지식 | 상품 제조업에 대한 지식,기본 문헌 보고서를 수집하고 분석할 수 있는 기술 | 기본 연구 보고서를 수집하고 분석할 수 있는 기술 | 기존 연구 보고서 및 통계 자료를 수집할 수 있는 기술,각종 정보 수집에 대한 적극성 | 기존 자료 등을 흥미롭게 분석할 수 있는 연구자적인 태도 | 기존 자료 등을 흥미롭게 분석할 수 있는 연구자적인 태도,빅데이터
2001030402,빅데이터 서비스 운영 계획,"빅데이터 서비스 운영 계획이란 빅데이터 서비스에 대한 사용자 만족과서비스 품질 개선을 위해 수준의 정의, 목표설정, 평가측정, 지속적인 개선활동을 기획, 관리하는 능력이다.",정보통신,정보기술,정보기술운영,빅데이터운영·관리,ISO/IEC 20000 국제표준 | ITIL(Information Technology Infrastructure Library) | SLM(Service Level Management) 개념,이해당사자간 의견 조율 능력 | 자원배분 우선순위 식별 기술,고객 관점에서 실질적 서비스 효용성을 확보하기 위한 노력 | 서비스 기능/비기능 품질을 확보·유지·개선하기 위한 지속적 노력 | 서비스 운영 체계 효율성/효과성을 지속적으로 모니터링하고 개선하기위해 노력,빅데이터
0201030413,유통정보관리,유통정보관리란 유통업무의 효율적 운영과 지원을 위해 수집된 유통데이터를 정보화하고 활용할 수 있는 능력이다.,경영·회계·사무,기획사무,마케팅,유통관리,개인정보 보호법 | 개인정보 보호법 | 개인정보 보호법,"POS 운영 기술 | 기본적인 고객 관계 관리(CRM, Customer Relationship Management)시스템 운영기술 | 기본적인 데이터 마이닝(Data mining) 기술",결산 데이터 반복적인 검증 태도 | 고객 데이터를 보호하고자 하는 태도 | 고객 및 신용카드 정보 철저한 보안 태도,빅데이터
1204030407,경기분석 사업모형화,경기분석 사업모형화는 경기분석과 관련된 시장수요 조사를 통하여 정보를 수집하고 이를 상품화하여 수익창출의 목적으로 영업계획을 수립한 후이용자에게 제공하는 능력이다.,이용·숙박·여행·오락·스포츠,스포츠,스포츠경기·지도,경기기록분석,경기분석 관련 브랜드에 대한 지식 | 경기분석 마케팅 기법 | 경기분석 마케팅 대상에 대한 지식,경기분석 관련 타사 상품과 비교·평가할 수 있는 능력 | 경기분석 비즈니스 계약서 작성 능력 | 경기분석 상품 설명 능력,경기분석 관련 소비자 파악을 위한 적극적인 노력 | 경기분석 관련 시장의 흐름을 예측하려고 하는 노력 | 경기분석 정보시장의 흐름에 따라 적극적으로 대처하려는 의지,빅데이터
2001020906,빅데이터 분석시스템 개발,"빅데이터 분석시스템 개발이란 빅데이터에 숨겨진 패턴과 알려지지 않은정보간의 관계를 찾아내기 위해 사용되는 통계기법, 머신러닝, 텍스트마이닝 등의 분석방법들을 효과적으로 적용하기 위한 분석시스템을 개발하는능력이다.",정보통신,정보기술,정보기술개발,빅데이터플랫폼구축,데이터 분석 알고리즘 | 빅데이터 분석 도구 사용 방법 | 빅데이터 분석 모델 개념,분석 프레임워크 활용 개발 능력 | 분석 프레임워크 활용 개발 능력 | 분석모델 테스트 수행 능력,다양한 기술을 상호비교하고 적절한 대안을 제시하는 자세 | 다양한 기술을 상호비교하고 최적의 안을 제시하는 자세 | 문제해결을 위한 긍정적 자세,빅데이터
1903190101,혼합현실(MR)기반 협업시스템 개발관리 정보 파악,"혼합현실(MR)기반 협업시스템 개발관리 정보 파악이란 프로젝트를 안정적으로 수행하기 위하여, 혼합현실(MR)기반 협업 시스템 개발에 필요한 개발관리 방법에 대해 파악하고 진행상황 점검 및 통제 절차를 파악하는 능력이다.",전기·전자,전자기기개발,원격시스템개발,혼합현실(MR)기반협업시스템개발,기능적·비기능적 요구사항을 이용한 범위 명세화 방법론에 대한 지식 | 사업일정 관리 절차의 주요 개념에 대한 지식 | 사업품질 관리 프레임워크에 대한 지식,사업품질 관리 프로세스 활용 능력 | 소프트웨어 테스트 케이스 작성 능력 | 식별된 위험에 위험관리 절차 활용 능력,사업일정 관리활동을 위해 일정 관리 공정의 주요 개념을 활용하려는태도 | 사업품질 개선활동을 위한 품질관리 도구를 활용하려는 태도 | 사업품질 관리 프로세스에 의한 측정 대상과 측정 방법을 이해하려는태도,빅데이터
1511020103,데이터 수집 장치 설치,데이터 수집 장치 설치란 스마트공장 시스템 운용에 필요한 데이터 수집을 위해 장치 사양을 파악하고 데이터 수집 장치를 설치 후 시험할 수 있는 능력이다.,기계,스마트공장(smart factory),스마트공장(smart factory)설치,스마트공장(smart factory)시스템설치,,,,빅데이터
1903190107,혼합현실(MR)기반 협업시스템 UI/UX 개발,혼합현실(MR)기반 협업시스템 UI/UX개발이란 혼합현실(MR)기반 협업시스템을 사용하기 위해 지각화된 모델 개발에 필요한 시스템의 특성을 반영하여 만들어진 시나리오와 시각화된 스토리보드 형식 기반의 UI/UX를 개발하는 능력이다.,전기·전자,전자기기개발,원격시스템개발,혼합현실(MR)기반협업시스템개발,HCI에 대한 지식 | UI/UX 구현 언어에 대한 지식 | UI/UX 디자인에 대한 지식,UI/UX 디자인 구현 요소를 파악하는 기술 | UI/UX 디자인 시안 제작 기술 | UI/UX 디자인 제작 기술,개발자와 사용자 간 상호 소통하는 방법을 적극적으로 찾으려는 태도 | 객관적으로 평가를 진행하려는 태도 | 고객의 요구사항에 대한 정확한 분석 태도,빅데이터
2001020908,빅데이터 플랫폼 테스트,빅데이터 플랫폼 테스트란 구축된 플랫폼이 정확하고 완전하게 개발되었는지 확인하기 위하여 테스트 시나리오를 작성하고 플랫폼에 대한 기능및 비기능 요소를 검증하는 능력이다.,정보통신,정보기술,정보기술개발,빅데이터플랫폼구축,ISO/IEC 25000 국제표준 | ISO/IEC/IEEE 29119 국제표준 | 경험기반 테스트 기법,ISO/IEC/IEEE 29119 국제표준 적용 능력 | 빅데이터 비기능 요소 분석 능력 | 빅데이터 비기능 요소 분석 능력,논리적 사고와 상황을 종합적으로 판단하는 태도 | 논리적 사고와 상황을 종합적으로 판단하는 태도 | 논리적 사고와 상황을 종합적으로 판단하는 태도,빅데이터
2002030901,무선초고속인터넷서비스 기획,"무선초고속인터넷서비스 기획은 통신서비스를 위하여 시장분석, 타당성분석, 비즈니스 모델, 서비스계획, 원가분석, 가격정책, 고객만족도, 망발전계획, 개선전략을 작성하고 수행하는 능력이다.",정보통신,통신기술,통신서비스,무선초고속인터넷서비스,"IT환경 및 사용자 종류 분석방법 | 가격 결정방법 | 가격의 결정요소(변동비, 고정비, 총비용, 평균비용, 경험곡선)","ERP(전사적 자원관리) 프로그램 활용 | IEEE 802.16e, IEEE 802.11a/b/g/n/ac 물리계층 기술 | OA의 사용능력",가격정책의 중요성을 인식하고 활용할 수 있는 적극성 | 개선전략에 대한 적극성 | 경영방침의 적극적 수용,빅데이터
2002031815,디지털비지니스지원서비스 사후관리,디지털비지니스지원서비스 사후관리란 광고효과 분석에 따른 성과 보고후 보다 나은 성과를 위한 수정기획안을 작성하고 지속적인 서비스를 제공하는 능력이다.,정보통신,통신기술,통신서비스,디지털비즈니스지원서비스,고객관계관리 | 광고 결과 분석 방법론 | 광고 효과 측정,"개선안을 도출하여 작성할 수 있는 능력 | 고객관계관리를 원활히 할 수 있는 능력 | 광고 결과를 분석, 수치화, 해석할 수 있는 능력",고객요구에 적합한 기획안을 작성하고자 하는 태도 | 고객의 요구에 응대하려는 태도 | 광고 결과를 객관적으로 분석하려는 태도,빅데이터
1511020101,시스템 설치 계획 수립,"시스템 설치 계획 수립이란 스마트공장 시스템의 사양을 검토하여 특성을파악하고 장비와 작업 인원의 투입 계획, 설치 일정을 수립하는 능력이다.",기계,스마트공장(smart factory),스마트공장(smart factory)설치,스마트공장(smart factory)시스템설치,설치 사양 관련 지식 | 수요업체의 업의 특성 및 공정 관련 지식 | 스마트공장 개별 구성 요소의 운전 특성 및 작동원리,설치 계획 수립 및 분석 능력 | 설치 사양 파악 능력 | 스마트공장 설치 도면 해독 능력,설치 도면을 면밀히 분석하고자 하는 태도 | 설치 매뉴얼의 내용을 준수하려는 태도 | 시스템의 구조 및 설치 도면을 정확하게 분석하고자 하는 태도,빅데이터
0702010340,전직지원 연구,"전직지원 연구란 전직지원 정책, 도구, 기법, 프로그램 등에 대하여 개발하고 실험하고, 평가하고 적용하며, 고용환경에 변화에 따른 전직지원 가능한 직업전망 등에 대한 연구를 수행하는 능력이다.",사회복지·종교,상담,직업상담서비스,전직지원,검사도구 개발 방법론 | 고급직업상담심리이론 | 고급직업상담심리학 이론,검사결과 분석기술 | 검사도구개발 기획 기술 | 검사도구개발 기획기술,공정성 유지 | 다양한 의견을 수렴하려는 포용적인 자세 | 다양한 의견을 수렴하려는 포용적인 자세,빅데이터
